unit,facility,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
HAB_P,HBEDT,HR	: 	179.76 	169.20 	170.64 	169.89 	175.99 	177.96 	186.10 	182.68 	182.28 	183.28 	183.46 	180.98 	178.21 	176.43 	166.87 	165.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,HU	: 	142.98 	143.18 	142.10 	142.84 	139.14 	139.24 	139.98 	140.74 	139.16 b	125.36 	126.35 	126.78 	126.66 	126.41 	126.29 	122.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IE	: 	384.32 	385.12 	388.47 	392.31 	381.11 	363.43 	348.00 b	203.12 	194.32 	189.58 	183.17 	177.27 	176.31 	172.97 	170.63 	163.07 	160.14 	156.42 	152.51 	147.73 	143.39 	141.62 	138.25 	131.33 	125.82 	124.61 	121.47 	118.90 	109.48 b	126.23 	121.88 	119.31 	116.39 	113.33 	111.27 	110.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IS	: 	321.18 	317.23 	311.91 	308.08 	303.82 	278.98 	270.37 	255.77 	242.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IT	: 	312.94 	311.44 	301.96 	292.26 	290.75 	280.04 	275.78 	268.29 	260.09 	253.87 	250.06 	250.85 	240.45 	225.55 	216.76 	212.43 	202.96 	180.17 	170.02 	152.71 	159.57 	152.23 	149.39 	145.84 	147.16 	138.33 	141.79 	133.43 	128.59 	125.68 	120.26 	117.52 	112.94 	109.71 	106.76 	104.07 	101.55 	99.86 	97.50 	95.74 	94.27 	94.43 	94.93 	94.55 	94.48 	94.67 	95.55 	98.07 	100.14 	101.86 	103.58 	104.70 	105.60 	107.72 	109.87 	111.42 
HAB_P,HBEDT,LI	: 	624.90 	610.62 	606.30 	469.96 	465.54 	461.81 	510.59 b	417.32 	414.85 	412.19 	369.71 	366.46 	362.54 	358.45 	353.13 	347.28 	339.16 	326.47 	318.69 	316.66 	314.04 	310.91 	307.03 	302.32 	298.05 	287.42 	283.17 	279.48 	275.57 	272.38 	268.78 	265.96 	264.46 	262.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,LT	: 	143.55 	138.48 	137.32 	134.55 	134.61 	143.80 	146.99 	146.27 	145.29 	145.18 	141.09 	134.46 	128.78 	124.38 	120.36 	113.21 	111.70 	110.28 	104.18 	94.35 	91.41 	89.50 	84.49 	83.02 	80.22 	80.08 	78.99 	78.07 	78.15 	78.34 	78.27 	79.71 	80.89 	81.36 	81.96 	82.87 	84.99 	86.48 	87.64 	88.34 	89.55 	92.35 	93.58 	94.60 	95.84 	96.99 	99.02 	101.71 	104.24 	107.60 	111.86 	114.66 	117.56 	121.02 	123.95 	127.81 
HAB_P,HBEDT,LU	: 	207.43 	202.59 	197.87 	194.06 	189.45 	186.31 	182.94 	179.58 	176.40 	176.95 	172.86 	156.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,LV	: 	175.61 	176.77 	172.42 	169.92 	169.94 	181.33 	156.22 	134.03 	132.08 	131.44 	130.00 	129.13 	127.77 	128.68 	121.71 	114.23 b	110.70 	104.04 	102.05 	95.83 	89.36 	82.95 	81.76 	78.83 	74.46 	74.42 	74.18 	70.95 	70.23 	70.46 	73.33 	: 	: 	: 	: 	71.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,ME	: 	254.36 	254.22 	257.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,MK	: 	227.90 	227.49 	224.91 	227.09 	221.85 	217.83 	223.31 	219.95 	219.12 	216.13 	212.86 	209.56 	208.02 	207.90 	202.58 	197.73 	195.97 	194.28 	193.91 	192.18 	184.54 	180.28 	184.67 	182.51 	171.38 	169.26 	179.03 	190.10 	190.50 	187.25 	185.84 	188.53 	189.79 	187.75 	193.06 	192.60 	190.78 	193.41 	189.88 	188.45 	183.81 	183.10 	185.26 	182.27 	183.83 	183.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,MT	: 	211.60 	214.32 	208.15 	212.17 	228.44 b	221.50 	207.72 b	136.18 	128.15 	132.47 	134.30 	134.11 	134.61 	133.64 	132.15 b	182.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,NL	: 	: 	: 	239.00 	235.56 b	: 	: 	214.74 	212.83 	210.89 	209.19 b	224.49 	223.64 	222.23 	218.78 	215.02 b	207.20 	198.42 	195.86 	192.81 	191.95 	189.83 b	186.03 b	179.48 	176.53 	174.50 	171.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,NO	: 	265.82 	260.10 	259.16 	251.72 	238.38 	232.33 	221.10 	215.75 	205.59 	198.94 	193.76 	190.65 	200.44 	200.25 b	262.02 	263.37 	257.26 	255.40 	253.42 	251.95 	248.98 	244.88 	242.89 	237.70 	230.14 	214.19 	201.73 	185.09 	173.98 	170.47 	167.60 	: 	: 	: 	: 	137.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,PL	: 	150.72 	150.90 	151.32 	150.83 b	152.74 	152.51 	150.31 	151.07 b	155.67 	154.51 	153.36 	149.97 	149.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,PT	: 	294.07 e	301.29 	294.75 	293.59 	296.54 	297.51 	298.37 	296.69 	292.89 	289.15 	282.28 	279.10 	278.73 	279.01 	272.24 	267.94 	265.85 b	258.53 	254.06 	250.83 	255.29 	255.08 	253.30 	250.03 	249.85 	247.21 	245.70 	248.57 	248.59 	252.92 	252.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,RO	: 	147.25 	149.00 	149.85 	151.61 	163.28 	159.11 	151.05 	152.23 	152.94 	148.34 	147.65 	148.43 	148.29 	130.48 	127.65 	129.99 	132.02 b	136.80 	135.53 	132.31 	130.89 	129.96 	127.11 	127.22 	111.19 	112.09 	111.94 	111.85 	111.77 	111.84 	111.89 	112.49 	113.16 	113.49 	113.96 	113.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,RS	: 	: 	181.00 	181.85 	183.79 	184.81 	185.54 	186.75 	187.36 	187.05 	180.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,SE	: 	410.27 	393.96 	385.48 	381.89 b	369.60 	366.82 	362.47 	356.49 	349.22 	346.28 	341.02 	332.01 	327.76 	319.60 	305.47 b	279.30 	270.43 	266.32 	253.58 	231.81 	208.38 	192.83 	164.53 	150.02 b	84.36 	80.38 	77.38 	75.26 	73.01 	70.50 	68.49 	67.14 	66.82 	66.71 	64.58 	66.03 	65.77 	64.72 	65.63 	65.13 	64.60 	63.97 	63.95 	64.37 	65.19 	65.27 	65.61 	67.26 	67.80 	66.88 	66.88 	67.22 	68.47 	68.47 	68.77 	70.54 
HAB_P,HBEDT,SI	: 	221.53 	220.39 	219.68 	220.04 	216.25 	218.70 	217.24 	210.86 	213.55 	209.77 	206.96 	208.37 	201.69 	196.56 	193.67 	185.10 	180.95 	178.57 	176.80 	176.36 	174.38 	173.10 	172.59 	168.64 	166.40 	165.40 	164.92 	162.82 	160.54 	157.97 	155.38 	: 	: 	: 	: 	144.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,SK	: 	174.00 	172.85 	172.31 	169.18 	165.28 	155.20 	153.73 	152.51 	148.08 	149.00 	147.71 	144.97 	138.16 	132.12 	130.40 	127.29 	125.74 	124.35 	122.77 	120.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,TR	: 	373.09 	373.15 	376.91 	375.74 	394.71 	396.78 	417.04 	424.74 	432.68 	448.77 	464.72 	471.80 	469.57 	466.47 	485.87 	499.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,UK	: 	383.12 	366.45 	362.73 	356.18 	345.58 	338.74 b	304.00 	298.06 	293.50 	281.17 	267.80 	258.72 	252.92 	251.16 	247.69 	245.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,AT	: 	176.69 	172.92 	170.30 	166.80 	164.56 	162.90 	160.97 	159.21 	156.85 	156.96 	155.62 	154.09 	152.52 	150.00 	148.09 	146.01 	143.96 	141.37 	138.61 	137.08 	134.90 	133.35 	132.79 	130.49 	127.04 	123.49 	120.76 	118.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,BE	: 	177.01 	176.01 	175.63 	174.42 	172.32 	170.18 	167.77 	165.80 	164.44 	162.15 b	144.98 	143.85 	143.19 	141.33 	139.48 	136.75 	135.88 	134.30 	132.92 	132.71 	143.24 	141.02 	139.12 	138.33 	139.27 	140.66 	141.82 	140.04 	129.53 	124.81 	123.91 	: 	: 	: 	: 	182.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,BG	: 	166.40 	168.58 	174.54 	178.70 	183.00 	181.14 	180.39 	183.53 	187.05 	192.11 	184.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CH	: 	268.68 	265.87 	261.77 	255.37 	253.23 	244.39 b	234.39 	230.00 	223.06 	220.28 	212.50 	206.87 	203.00 	198.56 	195.54 	188.42 	177.36 	178.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CY	: 	292.80 	292.76 	293.38 	288.94 	284.77 	280.41 	265.79 	266.40 	268.85 	270.50 	266.64 	517.32 	502.61 	489.55 	493.00 	221.10 	449.69 	442.95 	427.51 	382.71 	197.35 	375.32 	191.46 	183.47 	175.50 	170.31 	166.33 	164.79 	164.80 	161.72 	164.39 	276.75 	267.92 	267.21 	264.07 	248.56 	256.26 	260.91 	264.37 	265.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CZ	: 	235.18 	234.89 	232.16 	220.90 	213.31 	205.29 	200.56 	196.76 	192.61 	190.05 	186.83 	184.38 	179.33 	175.85 	175.00 	173.23 b	171.04 	163.94 	158.44 	152.47 	145.68 	: 	: 	: 	: 	123.43 	: 	: 	: 	: 	122.34 	: 	: 	: 	: 	123.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,DE	: 	163.59 	161.75 	162.57 	163.38 	162.93 	162.66 	162.72 	163.12 	162.28 	161.28 	157.44 	155.30 	152.30 	150.72 	149.00 	146.90 	145.24 	143.53 	141.34 	137.96 	134.09 	131.74 	129.09 	124.61 	120.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,DK	: 	407.07 	381.94 b	332.89 	: 	326.05 b	291.08 	290.77 	285.10 	277.50 	268.75 	262.96 	254.28 	243.87 	234.89 	238.68 	234.72 	228.68 	220.44 	215.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,EE	: 	271.72 	272.67 	272.60 	259.71 	263.45 	267.92 	257.50 	243.32 	246.09 	238.09 	244.79 	225.82 	215.33 	205.26 	179.61 	163.41 b	171.36 	171.17 	168.17 	163.27 	150.78 	152.20 	132.45 	131.25 	110.02 	108.87 	106.34 	106.11 	104.39 	103.30 	103.33 	: 	: 	: 	: 	103.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,EL	: 	277.47 b	285.97 	283.90 	274.68 	277.09 	278.07 	246.73 	252.99 	252.98 	253.58 	258.93 	263.57 	262.03 	263.98 	260.35 	267.10 	266.39 	263.16 	261.32 	258.79 	261.31 	256.55 	257.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,ES	: 	415.30 	421.46 	423.36 	420.50 	407.05 	397.65 	391.85 	387.36 	382.00 	380.86 	374.77 	371.78 	368.89 	358.88 	350.91 	343.03 	336.35 	333.17 	329.89 	324.68 b	330.80 	322.77 	320.88 	315.41 	306.41 	299.07 	294.37 	290.49 	288.60 	290.44 	284.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,FI	: 	327.49 	324.07 	320.56 	307.63 	302.81 	296.02 	292.99 	285.90 	280.05 	274.36 	268.59 	264.37 	262.22 	260.94 	258.65 	254.40 b	402.04 	386.00 	364.04 	334.72 	334.35 	326.57 	321.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	206.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,FR	: 	245.83 	241.25 	236.52 	233.93 	232.49 	230.18 	228.35 	226.75 	222.93 	220.36 	216.69 	213.52 	209.73 	204.64 	201.42 	196.24 	189.22 	182.94 	175.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,HR	: 	279.23 	249.56 	252.34 	256.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,HU	: 	233.82 	232.63 	231.39 	232.06 	223.21 	223.63 	224.28 	224.59 	222.59 b	167.65 	167.74 	168.01 	167.20 	166.65 	165.76 	160.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,IE	: 	411.33 	410.75 	417.84 	421.40 	411.69 	395.80 	379.32 b	390.07 	377.81 	369.92 	361.76 	359.75 	357.34 	356.32 	364.43 	358.30 	356.31 	352.62 	346.59 b	330.50 	327.48 	329.76 	328.82 	319.34 	310.76 	314.76 	317.88 	320.10 	290.38 b	254.36 	243.45 	244.92 	236.80 	237.45 	237.17 	236.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,IS	: 	382.45 	378.04 	374.73 	369.49 	373.99 	339.42 	334.21 	323.89 	298.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,IT	: 	379.36 	376.76 	364.21 	351.51 	349.45 	336.44 	330.21 	319.39 	308.40 	297.34 	290.61 	288.88 	274.20 	255.64 	243.51 	237.14 b	210.87 	187.00 	176.47 	158.26 	165.23 	157.73 	154.44 	150.75 	152.09 	142.80 	145.05 	137.16 	132.21 	129.27 	123.94 	121.10 	116.48 	113.29 	110.38 	107.22 	104.50 	102.63 	99.92 	97.65 	95.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,LI	: 	624.90 	610.62 	606.30 	581.86 	576.38 	562.84 	638.24 	644.95 	629.68 	614.68 	620.58 	626.31 	597.87 	612.62 	592.75 	593.54 	585.83 	575.77 	567.85 	574.69 	580.68 	585.95 	601.78 	617.23 	634.98 	684.33 	674.20 	665.42 	656.11 	648.51 	639.95 	633.24 	629.67 	625.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,LT	: 	164.39 d	158.47 d	156.34 d	154.37 d	154.55 d	162.38 d	165.68 d	164.70 d	163.59 d	163.38 d	158.42 d	151.27 d	145.19 d	140.11 d	133.50 d	126.91 d	124.61 d	121.54 d	111.40 d	100.44 d	97.41 d	95.23 d	89.38 d	87.95 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,LU	: 	244.26 	238.56 	233.00 b	252.71 	246.25 	241.64 	237.27 	231.37 	227.27 	223.79 	220.25 	199.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,LV	: 	295.15 	295.46 	285.36 	280.91 	279.30 	290.80 	233.90 	197.24 	194.97 	193.37 	190.60 	187.23 	184.11 	183.31 	174.33 	163.87 b	154.87 	149.21 	143.84 	135.96 	120.18 	109.17 	106.33 	102.19 	98.14 	100.28 	100.30 	83.13 	82.26 	82.72 	86.35 	: 	: 	: 	: 	84.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,MK	: 	335.59 	334.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,MT	: 	308.48 	315.86 b	392.01 	400.63 	414.18 	370.95 	368.98 	361.04 	371.19 	351.87 	357.69 	334.11 	294.37 	286.73 	283.37 	266.63 	261.99 	259.82 	258.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,NL	: 	: 	: 	276.83 	273.89 b	357.84 	351.33 b	326.43 	322.65 	314.97 	313.99 b	349.36 	343.24 	342.83 	336.71 	343.50 b	327.50 	315.61 	310.28 	308.16 	307.55 	302.18 	295.50 b	281.70 	275.71 	273.09 	267.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,NO	: 	297.63 	291.34 	289.85 	281.72 	264.19 	262.36 	250.19 	242.58 	229.56 	222.02 	218.46 	216.42 	230.07 	227.91 b	262.02 	263.37 	257.26 	255.40 	253.42 	251.95 	248.98 	244.88 	242.89 	237.70 	230.14 	214.19 	201.73 	185.09 	173.98 	170.47 	167.60 	: 	: 	: 	: 	137.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,PL	: 	203.55 	201.82 	202.25 	201.72 b	204.38 	202.27 b	227.98 	226.70 b	216.65 	214.95 	213.28 	208.95 	205.66 b	204.36 	197.35 	194.13 	187.69 	180.90 	177.37 	174.43 	173.57 	172.14 	171.21 	161.14 	158.70 	158.03 	164.92 	163.14 	176.45 	177.10 	176.69 	: 	: 	: 	: 	179.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	195.17 	194.48 	196.01 	197.18 	198.34 	203.65 	205.49 	208.23 	211.42 	215.02 	219.52 
HAB_P,HBEDT_CUR,PT	: 	306.31 e	307.53 	301.55 	299.35 	302.82 	304.85 	304.64 	302.41 	299.53 	294.61 	288.06 	283.71 	283.19 	283.37 	276.69 	271.38 	269.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,RO	: 	198.74 	200.00 	202.01 	204.46 	218.42 	206.07 	193.83 b	221.99 	223.37 	219.25 	219.41 	225.75 	221.42 	189.42 	182.43 	186.02 	192.45 b	190.59 	190.62 	183.44 	180.07 	178.12 	174.63 	169.32 	142.57 	143.54 	142.86 	142.43 	142.34 	141.03 	141.18 	: 	: 	: 	: 	142.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,RS	: 	: 	219.14 	220.62 	221.82 	222.69 	223.68 	224.79 	226.27 	223.91 	215.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,SE	: 	442.36 	425.96 	417.12 	414.10 b	403.05 	400.71 	397.49 	392.07 	384.66 	382.68 	375.28 	366.65 	364.29 	353.77 	341.17 b	322.26 	313.32 	309.23 	294.20 	274.15 	250.62 	231.27 	215.15 	198.89 	183.73 	171.40 	164.10 	158.68 	153.35 	147.04 	140.12 	131.45 	128.61 	127.05 	123.20 	120.01 	117.49 	113.17 	111.53 	109.54 	107.57 	105.44 	103.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,SI	: 	237.24 d	235.92 	235.18 	233.48 	230.17 	230.75 	228.79 	221.03 	223.94 	219.79 	216.83 	218.01 	210.56 	204.67 	200.53 	191.37 	186.96 	184.42 	182.65 	182.18 	180.06 	178.78 	178.23 	174.00 	171.61 	170.61 	170.10 	167.88 	165.47 	162.80 	160.11 	: 	: 	: 	: 	148.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,SK	: 	205.13 	203.39 	203.41 	198.97 	194.82 	185.64 	184.14 	181.32 	179.34 	180.92 	176.72 b	181.32 	172.57 	163.85 	161.80 	156.15 	152.04 	151.08 	147.95 	144.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,TR	: 	376.76 	376.70 	380.83 	379.56 	398.46 	400.55 	421.09 	429.00 	437.28 	453.47 	469.67 	476.91 	474.89 	472.30 	490.78 	504.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
